Price,Close
Ticker,USDCAD=X
Date,
2020-04-01,1.4077999591827393
2020-04-02,1.4151400327682495
2020-04-03,1.4129300117492676
2020-04-06,1.4251999855041504
2020-04-07,1.4112299680709839
2020-04-08,1.4013999700546265
2020-04-09,1.40038001537323
2020-04-10,1.39860999584198
2020-04-13,1.39683997631073
2020-04-14,1.3873100280761719
2020-04-15,1.3880900144577026
2020-04-16,1.411910057067871
2020-04-17,1.4039499759674072
2020-04-20,1.4048000574111938
2020-04-21,1.4129199981689453
2020-04-22,1.4189000129699707
2020-04-23,1.4183800220489502
2020-04-24,1.406499981880188
2020-04-27,1.4107999801635742
2020-04-28,1.4036200046539307
2020-04-29,1.398300051689148
2020-04-30,1.38742995262146
2020-05-01,1.3952900171279907
2020-05-04,1.4134999513626099
2020-05-05,1.408370018005371
2020-05-06,1.4042199850082397
2020-05-07,1.416290044784546
2020-05-08,1.3969500064849854
2020-05-11,1.3924100399017334
2020-05-12,1.4018000364303589
2020-05-13,1.4080899953842163
2020-05-14,1.4089000225067139
2020-05-15,1.4033000469207764
2020-05-18,1.40910005569458
2020-05-19,1.3939000368118286
2020-05-20,1.3938000202178955
2020-05-21,1.3904500007629395
2020-05-22,1.394700050354004
2020-05-25,1.3985899686813354
2020-05-26,1.3971799612045288
2020-05-27,1.378250002861023
2020-05-28,1.375480055809021
2020-05-29,1.3774000406265259
2020-06-01,1.3777999877929688
2020-06-02,1.3582500219345093
2020-06-03,1.3509999513626099
2020-06-04,1.3493800163269043
2020-06-05,1.350160002708435
2020-06-08,1.3392800092697144
2020-06-09,1.3367999792099
2020-06-10,1.3422000408172607
2020-06-11,1.3428399562835693
2020-06-12,1.3637900352478027
2020-06-15,1.3637100458145142
2020-06-16,1.3533899784088135
2020-06-17,1.353350043296814
2020-06-18,1.3575799465179443
2020-06-19,1.3592400550842285
2020-06-22,1.3617000579833984
2020-06-23,1.3501800298690796
2020-06-24,1.3542200326919556
2020-06-25,1.3643800020217896
2020-06-26,1.3634999990463257
2020-06-29,1.3678300380706787
2020-06-30,1.3656599521636963
2020-07-01,1.3574199676513672
2020-07-02,1.3590999841690063
2020-07-03,1.356969952583313
2020-07-06,1.3549100160598755
2020-07-07,1.3538899421691895
2020-07-08,1.3603999614715576
2020-07-09,1.3517199754714966
2020-07-10,1.3580000400543213
2020-07-13,1.3597999811172485
2020-07-14,1.3610399961471558
2020-07-15,1.3599400520324707
2020-07-16,1.3506900072097778
2020-07-17,1.3568899631500244
2020-07-20,1.3574800491333008
2020-07-21,1.352489948272705
2020-07-22,1.3447799682617188
2020-07-23,1.3417199850082397
2020-07-24,1.3403799533843994
2020-07-27,1.3416800498962402
2020-07-28,1.3338899612426758
2020-07-29,1.3379600048065186
2020-07-30,1.3342000246047974
2020-07-31,1.3412799835205078
2020-08-03,1.3397200107574463
2020-08-04,1.339400053024292
2020-08-05,1.3295799493789673
2020-08-06,1.3264800310134888
2020-08-07,1.3318400382995605
2020-08-10,1.3386800289154053
2020-08-11,1.3353999853134155
2020-08-12,1.3310500383377075
2020-08-13,1.3243600130081177
2020-08-14,1.3219599723815918
2020-08-17,1.3252400159835815
2020-08-18,1.3221800327301025
2020-08-19,1.3152300119400024
2020-08-20,1.32122004032135
2020-08-21,1.3172399997711182
2020-08-24,1.3179899454116821
2020-08-25,1.3217600584030151
2020-08-26,1.3163000345230103
2020-08-27,1.3137999773025513
2020-08-28,1.3121600151062012
2020-08-31,1.3080300092697144
2020-09-01,1.3035000562667847
2020-09-02,1.305299997329712
2020-09-03,1.304460048675537
2020-09-04,1.3139699697494507
2020-09-07,1.307569980621338
2020-09-08,1.3095799684524536
2020-09-09,1.3239099979400635
2020-09-10,1.315250039100647
2020-09-11,1.3189500570297241
2020-09-14,1.318120002746582
2020-09-15,1.3176699876785278
2020-09-16,1.3192800283432007
2020-09-17,1.3181500434875488
2020-09-18,1.315019965171814
2020-09-21,1.3197200298309326
2020-09-22,1.3300000429153442
2020-09-23,1.329699993133545
2020-09-24,1.3383500576019287
2020-09-25,1.3351399898529053
2020-09-28,1.33788001537323
2020-09-29,1.3356800079345703
2020-09-30,1.338379979133606
2020-10-01,1.330530047416687
2020-10-02,1.3284000158309937
2020-10-05,1.3291000127792358
2020-10-06,1.325700044631958
2020-10-07,1.332129955291748
2020-10-08,1.3257800340652466
2020-10-09,1.3192100524902344
2020-10-12,1.312999963760376
2020-10-13,1.3112499713897705
2020-10-14,1.3141800165176392
2020-10-15,1.3148599863052368
2020-10-16,1.322510004043579
2020-10-19,1.317929983139038
2020-10-20,1.318969964981079
2020-10-21,1.3120499849319458
2020-10-22,1.3153200149536133
2020-10-23,1.313670039176941
2020-10-26,1.3147200345993042
2020-10-27,1.3206100463867188
2020-10-28,1.3191800117492676
2020-10-29,1.3310500383377075
2020-10-30,1.331529974937439
2020-11-02,1.3367899656295776
2020-11-03,1.3220499753952026
2020-11-04,1.3102099895477295
2020-11-05,1.3126399517059326
2020-11-06,1.308210015296936
2020-11-09,1.3022300004959106
2020-11-10,1.3007099628448486
2020-11-11,1.3030999898910522
2020-11-12,1.3058199882507324
2020-11-13,1.313599944114685
2020-11-16,1.3123600482940674
2020-11-17,1.3075300455093384
