date,Close,MA5,MA20,Signal,Decision,StratReturn,Equity,Benchmark Portfolio
2020-07-01,1.3574199676513672,1.3637579917907714,1.3548305094242097,0,0,-0.0,10036.295198481486,9642.136716919505
2020-07-02,1.3590999841690063,1.362701988220215,1.3553165078163147,0,0,0.0,10036.295198481486,9654.070347878087
2020-07-03,1.356969952583313,1.3613959789276122,1.3556570053100585,0,0,-0.0,10036.295198481486,9638.940133021923
2020-07-06,1.3549100160598757,1.3588119745254517,1.3564385056495667,0,0,-0.0,10036.295198481486,9624.307823154311
2020-07-07,1.3538899421691897,1.3564579725265502,1.357293003797531,1,0,-0.0,10036.295198481486,9617.061950727391
2020-07-08,1.3603999614715576,1.3570539712905885,1.358202999830246,1,1,0.004808381464107558,10084.553534282177,9663.304453150444
2020-07-09,1.3517199754714966,1.3555779695510863,1.3586470007896423,1,1,-0.006380466220148873,10020.209381111406,9601.648065512103
2020-07-10,1.3580000400543213,1.3557839870452881,1.3583575010299682,1,1,0.004645980452152587,10066.763078022526,9646.257134732921
2020-07-13,1.3597999811172483,1.3567619800567627,1.358161997795105,1,1,0.0013254352060660946,10080.105920217264,9659.042623546062
2020-07-14,1.3610399961471558,1.3581919908523559,1.358544498682022,1,1,0.0009119098743395337,10089.298068340298,9667.85079989114
2020-07-15,1.3599400520324707,1.3581000089645385,1.358873999118805,1,1,-0.0008081644314632541,10081.144256503036,9660.037586745973
2020-07-16,1.3506900072097778,1.3578940153121948,1.3585295021533965,1,1,-0.006801803365426573,10012.574295571803,9594.331910578296
2020-07-17,1.3568899631500244,1.3576719999313354,1.3584119975566864,1,1,0.004590213821937139,10058.53415249651,9638.371945526485
2020-07-20,1.3574800491333008,1.357208013534546,1.3582009971141815,1,1,0.0004348812352523712,10062.908420253576,9642.563492623978
2020-07-21,1.352489948272705,1.3554980039596558,1.3583164930343627,1,1,-0.0036760030939546606,10025.91713776654,9607.117399391438
2020-07-22,1.3447799682617188,1.3524659872055054,1.357844489812851,1,1,-0.005700582115847119,9968.763573836024,9552.351237759623
2020-07-23,1.3417199850082395,1.3506719827651978,1.3567114889621734,1,1,-0.0022754527325645757,9946.08012352165,9530.615314033248
2020-07-24,1.3403799533843994,1.3473699808120727,1.355555486679077,1,1,-0.0009987416441679109,9936.146559106057,9521.096691624578
2020-07-27,1.3416800498962402,1.3442099809646606,1.3542479872703552,1,1,0.0009699462518506508,9945.7840872189,9530.331643674126
2020-07-28,1.3338899612426758,1.3404899835586548,1.352659487724304,1,1,-0.005806219339824614,9888.03668330197,9474.996447769683
2020-07-29,1.3379600048065186,1.3391259908676147,1.3516864895820617,1,1,0.00305125886100166,9918.207642849806,9503.907114638898
2020-07-30,1.3342000246047974,1.3376219987869262,1.3504414916038514,1,1,-0.002810233630462622,9890.335162177958,9477.198915244548
2020-07-31,1.3412799835205078,1.337802004814148,1.349656993150711,1,1,0.005306519850955427,9942.818422048658,9527.489859419744
2020-08-03,1.3397200107574463,1.337409996986389,1.3488974928855897,1,1,-0.0011630478216538842,9931.254448741794,9516.408933092916
2020-08-04,1.339400053024292,1.3385120153427124,1.3481729984283448,1,1,-0.00023882432940103282,9928.882623557964,9514.136183111164
2020-08-05,1.3295799493789673,1.336836004257202,1.3466319978237151,1,1,-0.0073317181249555885,9856.086854866267,9444.381218414152
2020-08-06,1.3264800310134888,1.3352920055389403,1.345370000600815,1,1,-0.0023315020408711806,9833.107368249142,9422.361624328654
2020-08-07,1.3318400382995603,1.333404016494751,1.3440620005130768,1,1,0.004040774953827375,9872.840742221058,9460.435267186145
2020-08-10,1.3386800289154053,1.3331960201263429,1.3430060029029847,1,1,0.0051357448485915835,9923.545133203885,9509.021648875032
2020-08-11,1.3353999853134155,1.3323960065841676,1.3417240023612975,1,1,-0.0024502073170145078,9899.230390307785,9485.722574453308
2020-08-12,1.3310500383377075,1.3326900243759154,1.3402795016765594,1,1,-0.0032574112801768695,9866.984525569327,9454.823674738655
2020-08-13,1.3243600130081177,1.3322660207748414,1.3389630019664764,1,1,-0.005026126093610084,9817.391817180116,9407.302538756569
2020-08-14,1.3219599723815918,1.3302900075912476,1.337216502428055,1,1,-0.0018122267381619483,9799.60047723001,9390.254373561855
2020-08-17,1.3252400159835815,1.327602005004883,1.3356045007705688,1,1,0.002481197366422938,9823.91522012611,9413.553447983579
2020-08-18,1.3221800327301023,1.3249580144882203,1.3340890049934386,1,1,-0.0023090030610101175,9801.231769811735,9391.817524257202
2020-08-19,1.3152300119400024,1.3217940092086793,1.332611507177353,1,1,-0.005256485968668789,9749.71173253805,9342.449567220645
2020-08-20,1.32122004032135,1.3211660146713258,1.3315865099430084,1,1,0.004554358041535478,9794.115410569788,9384.998427534756
2020-08-21,1.3172399997711182,1.320222020149231,1.3304295122623444,1,1,-0.003012397957015467,9764.611637316213,9356.727077445057
2020-08-24,1.317989945411682,1.3187720060348511,1.3292450070381165,1,1,0.0005693310563710252,9770.17093397474,9362.054152756233
2020-08-25,1.3217600584030151,1.3186880111694337,1.3286385118961335,1,1,0.002860502088394723,9798.118528335348,9388.834328211855
2020-08-26,1.3163000345230105,1.3189020156860352,1.327555513381958,1,1,-0.004130873712889782,9757.643738070868,9350.050239290767
2020-08-27,1.3137999773025513,1.3174180030822753,1.3265355110168457,1,1,-0.0018993065067913761,9739.110981828198,9332.291628032457
2020-08-28,1.3121600151062012,1.316402006149292,1.3250795125961303,1,1,-0.0012482586578492771,9726.954052225376,9320.64251421019
2020-08-31,1.3080300092697144,1.3144100189208985,1.3234950125217437,1,1,-0.0031474864261524793,9696.338596378188,9291.305918413695
2020-09-01,1.303500056266785,1.3107580184936523,1.3217000126838685,1,1,-0.0034631873663651946,9662.758359051211,9259.128385140011
2020-09-02,1.305299997329712,1.3085580110549926,1.3204860150814057,1,1,0.0013808523093448155,9676.101201245949,9271.91387395315
2020-09-03,1.304460048675537,1.3066900253295899,1.319385015964508,1,1,-0.0006434908878365508,9669.874718293162,9265.947481862457
2020-09-04,1.313969969749451,1.3070520162582397,1.3184915125370025,1,1,0.007290312251087672,9740.371124418418,9333.499132307414
2020-09-07,1.307569980621338,1.3069600105285644,1.316936010122299,1,1,-0.00487072709076708,9692.928434908588,9288.038205232033
2020-09-08,1.3095799684524536,1.3081759929656982,1.315645009279251,1,1,0.0015371933134780136,9707.82833968675,9302.315715456445
2020-09-09,1.3239099979400637,1.3118979930877686,1.315288007259369,1,1,0.010942462341222425,9814.055885708824,9404.105954858987
2020-09-10,1.315250039100647,1.3140559911727905,1.3148325085639954,1,1,-0.006541199064053593,9749.860192534656,9342.591825788802
2020-09-11,1.318950057029724,1.3150520086288453,1.314682012796402,0,1,0.0028131669409467985,9777.288176907148,9368.874096255871
2020-09-14,1.318120002746582,1.3171620130538941,1.314326012134552,0,0,-0.0,9777.288176907148,9362.977986672066
2020-09-15,1.3176699876785278,1.3187800168991088,1.3141005098819734,0,0,-0.0,9777.288176907148,9359.781402774483
2020-09-16,1.319280028343201,1.3178540229797364,1.3143030107021332,0,0,0.0,9777.288176907148,9371.217975521706
2020-09-17,1.3181500434875488,1.3184340238571166,1.314149510860443,0,0,-0.0,9777.288176907148,9363.191374524302
2020-09-18,1.315019965171814,1.3176480054855346,1.3140385091304778,0,0,-0.0,9777.288176907148,9340.957545809377
2020-09-21,1.3197200298309326,1.3179680109024048,1.3141250133514404,0,0,0.0,9777.288176907148,9374.343430135208
2020-09-22,1.3300000429153442,1.320434021949768,1.3145370125770568,0,0,0.0,9777.288176907148,9447.365261236691
2020-09-23,1.329699993133545,1.3225180149078368,1.3152070105075837,0,0,-0.0,9777.288176907148,9445.233923045906
2020-09-24,1.3383500576019287,1.3265580177307128,1.3164345145225524,0,0,0.0,9777.288176907148,9506.677769609201
2020-09-25,1.3351399898529053,1.3305820226669312,1.3175835132598877,0,0,-0.0,9777.288176907148,9483.875753398837
2020-09-28,1.33788001537323,1.3342140197753907,1.3190760135650634,0,0,0.0,9777.288176907148,9503.33892714346
2020-09-29,1.3356800079345703,1.335350012779236,1.3206850111484527,0,0,-0.0,9777.288176907148,9487.711654075936
2020-09-30,1.338379979133606,1.337086009979248,1.3223390102386474,0,0,0.0,9777.288176907148,9506.890310684244
2020-10-01,1.330530047416687,1.3355220079421997,1.323642510175705,0,0,-0.0,9777.288176907148,9451.130032629713
2020-10-02,1.3284000158309937,1.3341740131378175,1.3243640124797822,0,0,-0.0,9777.288176907148,9435.999817773549
2020-10-05,1.3291000127792358,1.3324180126190186,1.325440514087677,0,0,0.0,9777.288176907148,9440.972093441524
2020-10-06,1.325700044631958,1.3304220199584962,1.3262465178966523,0,0,-0.0,9777.288176907148,9416.82116116524
2020-10-07,1.332129955291748,1.3291720151901245,1.3266575157642364,0,0,0.0,9777.288176907148,9462.494629315664
2020-10-08,1.3257800340652466,1.3282220125198365,1.3271840155124663,0,0,-0.0,9777.288176907148,9417.389348660678
2020-10-09,1.3192100524902344,1.3263840198516845,1.327197015285492,1,0,-0.0,9777.288176907148,9370.720917310344
2020-10-12,1.312999963760376,1.3231640100479125,1.3269410133361816,1,1,-0.004707429812360608,9731.262279059134,9326.608906300886
2020-10-13,1.3112499713897705,1.320273995399475,1.3266200125217438,1,1,-0.0013328198163795602,9718.292259855218,9314.178217130946
2020-10-14,1.3141800165176392,1.3166840076446533,1.3263650119304657,1,1,0.002234543520914789,9740.008206858833,9334.991153718682
2020-10-15,1.3148599863052368,1.3144999980926513,1.32620050907135,1,1,0.0005174099279028344,9745.047783802916,9339.8211708185
2020-10-16,1.322510004043579,1.3151599884033203,1.3265750110149384,1,1,0.00581812346411037,9801.745674972737,9394.161403523034
2020-10-19,1.317929983139038,1.3161459922790528,1.3264855086803435,1,1,-0.0034631276062468963,9767.800978936328,9361.628223828953
2020-10-20,1.318969964981079,1.3176899909973145,1.3259340047836303,1,1,0.000789102498119032,9775.508775089937,9369.01550804684
2020-10-21,1.3120499849319458,1.3172639846801757,1.3250515043735505,1,1,-0.005246503129608837,9724.221537707908,9319.860938862517
2020-10-22,1.3153200149536133,1.317355990409851,1.3239000022411347,1,1,0.0024923059785997292,9748.457273183565,9343.088884000163
2020-10-23,1.313670039176941,1.3155879974365234,1.3228265047073364,1,1,-0.0012544291563376664,9736.228524150773,9331.368640893817
2020-10-26,1.3147200345993042,1.3149460077285766,1.3216685056686401,1,1,0.0007992839838391053,9744.010535673124,9338.82705439578
2020-10-27,1.3206100463867188,1.3152740240097045,1.3209150075912475,1,1,0.004480050225453169,9787.664192270284,9380.665468646297
2020-10-28,1.3191800117492676,1.316700029373169,1.3199550092220307,1,1,-0.0010828591236026197,9777.065530800925,9370.50752945811
2020-10-29,1.3310500383377075,1.3198460340499878,1.3199810087680817,1,1,0.008998033992874133,9865.03989879763,9454.823674738655
2020-10-30,1.331529974937439,1.3234180212020874,1.320137506723404,0,1,0.0003605699154112241,9868.596935399468,9458.232799711282
2020-11-02,1.3367899656295776,1.327832007408142,1.320522004365921,0,0,0.0,9868.596935399468,9495.59599650518
2020-11-03,1.3220499753952026,1.3281199932098389,1.3203395009040833,0,0,-0.0,9868.596935399468,9390.893690341372
2020-11-04,1.3102099895477295,1.3263259887695313,1.3192435026168823,0,0,-0.0,9868.596935399468,9306.790932913062
2020-11-05,1.3126399517059326,1.3226439714431764,1.3185864984989166,0,0,0.0,9868.596935399468,9324.051639182819
2020-11-06,1.308210015296936,1.3179799795150757,1.3180364966392517,1,0,-0.0,9868.596935399468,9292.584551972728
2020-11-09,1.3022300004959106,1.3110679864883423,1.3174979984760284,1,1,-0.004571142806660156,9823.486169506388,9250.106820942698
2020-11-10,1.3007099628448486,1.3067999839782716,1.3169709980487823,1,1,-0.0011672574356934584,9812.0196322306,9239.309564974992
2020-11-11,1.3030999898910522,1.305377984046936,1.316416996717453,1,1,0.0018374788496093863,9830.049010776776,9256.286600885627
2020-11-12,1.3058199882507324,1.304013991355896,1.3159649968147278,1,1,0.0020873289699798736,9850.567556853293,9275.607516062093
2020-11-13,1.313599944114685,1.3050919771194458,1.315519493818283,1,1,0.005957908390094913,9909.256335947466,9330.870735905266
2020-11-16,1.3123600482940674,1.3071179866790772,1.3152409970760346,1,1,-0.0009438914992139225,9899.903073128433,9322.063406337382
2020-11-17,1.3075300455093384,1.308482003211975,1.3146690011024476,1,1,-0.003680394561696332,9863.46752369677,9287.754534872909
2020-11-18,1.3105000257492063,1.309962010383606,1.3145915031433106,1,1,0.0022714432070363166,9885.871830001295,9308.851141819767
2020-11-19,1.308419942855835,1.3104820013046266,1.3142464995384215,1,1,-0.0015872436875247198,9870.180542343447,9294.075726606807
2020-11-20,1.3085700273513794,1.3094760179519653,1.3139914989471435,1,1,0.00011470667071677987,9871.312717892833,9295.141819090795
2020-11-23,1.3082200288772583,1.3086480140686034,1.3136664986610413,1,1,-0.00026746636924701583,9868.672473720477,9292.655681256807
2020-11-24,1.3074400424957275,1.3086300134658813,1.3130079984664917,1,1,-0.0005962195688138383,9862.78857807343,9287.115218093393
2020-11-25,1.2996400594711304,1.306458020210266,1.3120310008525848,1,1,-0.005965843764206613,9803.948722337243,9231.709739682063
2020-11-26,1.3001999855041504,1.3048140287399292,1.310488498210907,1,1,0.0004308316206009799,9808.172573453578,9235.687052150128
2020-11-27,1.3020399808883667,1.3035080194473267,1.3090139985084535,1,1,0.0014151633631211968,9822.0527399387,9248.757058099585
2020-11-30,1.298259973526001,1.3015160083770752,1.3070874989032746,1,1,-0.0029031423134846523,9793.537923024105,9221.906600137076
2020-12-01,1.2992000579833984,1.2998680114746093,1.3059450030326842,1,1,0.0007241110999087752,9800.629532541545,9228.584285068559
2020-12-02,1.2933000326156616,1.2986000061035157,1.305099505186081,1,1,-0.004541275480617446,9756.122173950798,9186.674741533963
2020-12-03,1.2917200326919556,1.2969040155410767,1.304053509235382,1,1,-0.0012216808813578783,9744.203306014691,9175.451556638978
2020-12-04,1.286460041999817,1.2937880277633667,1.302966010570526,1,1,-0.004072082617761041,9704.52410510834,9138.08835984508
2020-12-07,1.277959942817688,1.2897280216217042,1.301752507686615,1,1,-0.006607355770580692,9640.402861761713,9077.709758988582
2020-12-08,1.2802000045776367,1.2859280109405518,1.3007270097732544,1,1,0.0017528419200760759,9657.30096402423,9093.62154919242
2020-12-09,1.2816200256347656,1.2835920095443725,1.29965301156044,1,1,0.001109218131581935,9668.01301735567,9103.70835909653
2020-12-10,1.282439947128296,1.2817359924316407,1.2984840095043182,1,1,0.0006397539653955064,9674.198167021019,9109.532492619066
2020-12-11,1.2739200592041016,1.2792279958724975,1.296500015258789,1,1,-0.00664349854608981,9609.92764556383,9049.013326748794
2020-12-14,1.2750600576400757,1.278648018836975,1.2946350157260895,1,1,0.0008948743900667466,9618.52732370424,9057.111057030275
2020-12-15,1.2760299444198608,1.27781400680542,1.2930600106716157,1,1,0.000760659683419318,9625.84374965325,9064.000436259608
2020-12-16,1.2699600458145142,1.2754820108413696,1.291033011674881,1,1,-0.004756862197388578,9580.054937402556,9020.884235227253
2020-12-17,1.2747000455856323,1.2739340305328368,1.2893470168113708,1,1,0.0037324007056285247,9615.811541210876,9054.553789912208
2020-12-18,1.2731000185012815,1.273770022392273,1.287573516368866,1,1,-0.0012552185040644037,9603.741596632752,9043.188346449064
2020-12-21,1.281059980392456,1.274970006942749,1.2862155139446259,1,1,0.006252424613539143,9663.788266973608,9099.730199851272
2020-12-22,1.2853200435638428,1.2768280267715455,1.2851095139980315,1,1,0.003325420539701529,9695.92442696793,9129.9906295636
2020-12-23,1.289330005645752,1.2807020187377929,1.2845940113067627,1,1,0.0031198160349157344,9726.173927468515,9158.474520728343
2020-12-24,1.2845499515533447,1.2826719999313354,1.2838115096092224,1,1,-0.0037073938180886,9690.115170376164,9124.520448907073
2020-12-25,1.2848199605941772,1.2850159883499146,1.282950508594513,0,1,0.00021019738508876173,9692.152007246186,9126.438399245624
2020-12-28,1.283959984779358,1.285595989227295,1.2822355091571809,0,0,-0.0,9692.152007246186,9120.329748586772
2020-12-29,1.284000039100647,1.2853319883346557,1.2814755082130431,0,0,0.0,9692.152007246186,9120.614265723087
2020-12-30,1.2822099924087524,1.283907985687256,1.2809210062026977,0,0,-0.0,9692.152007246186,9107.899059416832
2020-12-31,1.2750699520111084,1.2820119857788086,1.2800885021686554,0,0,-0.0,9692.152007246186,9057.181339537163
2021-01-01,1.2349900007247925,1.2720459938049316,1.2775150001049043,1,0,-0.0,9692.152007246186,8772.482146126307
2021-01-04,1.2722100019454956,1.2696959972381592,1.2772275030612945,1,1,0.03013789682415191,9984.253084444568,9036.866307937977
2021-01-05,1.2781000137329102,1.2685159921646119,1.2771225035190583,1,1,0.004629748059209904,10030.477660784936,9078.704722188493
2021-01-06,1.2674700021743774,1.265567994117737,1.2764150023460388,1,1,-0.008317042050164702,9947.05375629695,9003.196753253022
2021-01-07,1.2665400505065918,1.2638620138168335,1.2756200075149535,1,1,-0.0007337070433148796,9939.755532895722,8996.59104438281
2021-01-08,1.268380045890808,1.2705400228500365,1.275343006849289,1,1,0.0014527731542957056,9954.195742894175,9009.661050332266
2021-01-11,1.2730799913406372,1.270714020729065,1.275244003534317,1,1,0.0037054709785568907,9991.080726334343,9043.046087880908
2021-01-12,1.2771400213241575,1.2705220222473144,1.275299507379532,1,1,0.003189139732881152,10022.943678853118,9071.885625466044
2021-01-13,1.2707699537277222,1.2711820125579834,1.2753400027751922,1,1,-0.004987759752318133,9972.951643771983,9026.63723946571
2021-01-14,1.2698099613189695,1.271835994720459,1.2750954985618592,1,1,-0.0007554415383654867,9965.417661840167,9019.818142743263
2021-01-15,1.2647700309753418,1.2711139917373657,1.274678999185562,1,1,-0.003969043004193096,9925.864490585578,8984.018096644713
2021-01-18,1.2764699459075928,1.2717919826507569,1.274449497461319,1,1,0.009250626316017696,10017.684953851414,9067.125890873114
2021-01-19,1.274799942970276,1.2713239669799805,1.2739234924316407,1,1,-0.0013082978903425913,10004.578837760173,9055.263389198613
2021-01-20,1.2722699642181396,1.271623969078064,1.27307049036026,1,1,-0.0019846084604001613,9984.723665956013,9037.292236865258
2021-01-21,1.2625999450683594,1.2701819658279419,1.2719729900360108,1,1,-0.007600603190945354,9908.83374339984,8968.603364652236
2021-01-22,1.2646700143814087,1.2701619625091554,1.2709654927253724,1,1,0.001639529069468848,9925.079564366679,8983.307650581119
2021-01-25,1.2722899913787842,1.2693259716033936,1.2703819930553437,1,1,0.006025268971924458,9984.880838309738,9037.434495433416
2021-01-26,1.2737499475479126,1.269115972518921,1.2698694884777069,1,1,0.0011475026755074502,9996.338515786321,9047.804975696648
2021-01-27,1.2693899869918823,1.2685399770736694,1.2692284882068634,1,1,-0.0034229328640394963,9962.121720160572,9016.834946697916
2021-01-28,1.281599998474121,1.2723399877548218,1.269554990530014,0,1,0.009618802422707962,10057.945400697765,9103.566100528373
2021-01-29,1.2830899953842163,1.2760239839553833,1.2719599902629852,0,0,0.0,10057.945400697765,9114.14996864384
2021-02-01,1.2802200317382812,1.2776099920272828,1.2723604917526246,0,0,-0.0,10057.945400697765,9093.763807760577
2021-02-02,1.284600019454956,1.2797800064086915,1.2726854920387267,0,0,0.0,10057.945400697765,9124.876095327467
2021-02-03,1.2785099744796753,1.28160400390625,1.2732374906539916,0,0,-0.0,10057.945400697765,9081.616788949761
2021-02-04,1.27839994430542,1.2809639930725099,1.273830485343933,0,0,-0.0,10057.945400697765,9080.835213602088
2021-02-05,1.282289981842041,1.2808039903640747,1.2745259821414947,0,0,0.0,10057.945400697765,9108.467246912269
2021-02-08,1.2758400440216064,1.2799279928207397,1.2746639847755432,0,0,-0.0,10057.945400697765,9062.651520193689
2021-02-09,1.2737699747085571,1.27776198387146,1.2744954824447632,0,0,-0.0,10057.945400697765,9047.947234264806
2021-02-10,1.2697099447250366,1.2760019779205323,1.274442481994629,0,0,-0.0,10057.945400697765,9019.107696679668
2021-02-11,1.2696000337600708,1.2742419958114624,1.274431985616684,1,0,-0.0,10057.945400697765,9018.326968109186
2021-02-12,1.2700599431991575,1.2717959880828857,1.2746964812278747,1,1,0.00036224750067526124,10061.588866281096,9021.593834513655
2021-02-15,1.2687900066375732,1.270385980606079,1.2743124842643738,1,1,-0.000999902853707324,10051.528254860872,9012.573117093536
2021-02-16,1.2635600566864014,1.268343997001648,1.2737504899501801,1,1,-0.004121998064149146,10010.095874852595,8975.423308151874
