date,Close,Signal,Decision,StratReturn,RSI,Equity,Benchmark Portfolio
2020-04-01,1.4077999591827393,0.0,0.0,0.0,,10000.0,10000.0
2020-04-02,1.4151400327682495,0.0,0.0,0.0,,10000.0,10052.13861200686
2020-04-03,1.4129300117492676,0.0,0.0,-0.0,,10000.0,10036.440209655259
2020-04-06,1.4251999855041504,0.0,0.0,0.0,,10000.0,10123.597292412995
2020-04-07,1.411229968070984,0.0,0.0,-0.0,,10000.0,10024.364320128521
2020-04-08,1.4013999700546265,0.0,0.0,-0.0,,10000.0,9954.539072924621
2020-04-09,1.40038001537323,0.0,0.0,-0.0,,10000.0,9947.294047274894
2020-04-10,1.39860999584198,0.0,0.0,-0.0,,10000.0,9934.721099536797
2020-04-13,1.39683997631073,0.0,0.0,-0.0,,10000.0,9922.1481517987
2020-04-14,1.387310028076172,0.0,0.0,-0.0,,10000.0,9854.454242785587
2020-04-15,1.3880900144577026,0.0,0.0,0.0,,10000.0,9859.994705948999
2020-04-16,1.411910057067871,0.0,0.0,0.0,,10000.0,10029.19518400553
2020-04-17,1.4039499759674072,0.0,0.0,-0.0,,10000.0,9972.652483826132
2020-04-20,1.4048000574111938,0.0,0.0,0.0,,10000.0,9978.690851978097
2020-04-21,1.412919998168945,0.35,0.0,0.0,52.52866011040138,10000.0,10036.369080371178
2020-04-22,1.4189000129699707,0.35,0.35,0.0014813331137441543,51.88224692816777,10014.813331137442,10078.846811401212
2020-04-23,1.4183800220489502,0.35,0.35,-0.00012826613622775594,52.77523498260244,10013.528769726416,10075.153169292269
2020-04-24,1.406499981880188,0.85,0.35,-0.0029315232832032075,40.43968420552233,9984.173876990937,9990.765894727643
2020-04-27,1.4107999801635742,0.75,0.85,0.002598648125108671,49.756049393403536,10010.119231717137,10021.309994799094
2020-04-28,1.4036200046539309,0.35,0.75,-0.003816970306172063,51.29856817918763,9971.910903848431,9970.308604560303
2020-04-29,1.398300051689148,0.75,0.35,-0.001326558136461653,48.84163424641164,9958.68258430286,9932.519478839124
2020-04-30,1.38742995262146,0.85,0.75,-0.005830346849317242,44.34667081390819,9900.62001067412,9855.306100640148
2020-05-01,1.3952900171279907,0.75,0.85,0.004815417757074991,49.26171478410182,9948.295632079571,9911.138354755949
2020-05-04,1.41349995136261,0.2,0.75,0.009788252268927156,61.52216302850843,10045.672059372233,10040.488651407404
2020-05-05,1.408370018005371,0.2,0.2,-0.0007258483952961915,58.593210938549674,10038.380424428266,10004.049288529337
2020-05-06,1.4042199850082395,0.75,0.2,-0.0005893384471517216,46.08966688609962,10032.464420897015,9974.570434164682
2020-05-07,1.416290044784546,0.2,0.75,0.006446671411087124,56.02306448046729,10097.14042246196,10060.30747157242
2020-05-08,1.3969500064849854,0.75,0.2,-0.0027310844089852627,46.754301655601424,10069.56427967884,9922.929727146373
2020-05-11,1.3924100399017334,0.85,0.75,-0.0024374350704264303,41.26120982848523,10045.020370559638,9890.681064588607
2020-05-12,1.4018000364303589,0.85,0.85,0.005732145575375947,42.91985559851892,10102.599889631303,9957.380857179003
2020-05-13,1.4080899953842163,0.75,0.85,0.003813999837233073,45.93376175675589,10141.131203965988,10002.060208906707
2020-05-14,1.408900022506714,0.35,0.75,0.00043144993847327173,51.03933822656374,10145.506594399987,10007.814059922359
2020-05-15,1.4033000469207764,0.75,0.35,-0.0013911501339825272,46.788312672162284,10131.392671541867,9968.03585457855
2020-05-18,1.40910005569458,0.35,0.75,0.003099840686172528,52.37478277220877,10162.798374752701,10009.234952049548
2020-05-19,1.3939000368118286,0.75,0.35,-0.0037754640541410363,48.243648870624845,10124.42909479934,9901.264932704076
2020-05-20,1.3938000202178955,0.35,0.75,-5.381479551530566e-05,52.78193108790808,10123.884250717892,9900.554486640482
2020-05-21,1.3904500007629397,0.75,0.35,-0.0008412303000621512,47.799592230042215,10115.367732531868,9876.758354007401
2020-05-22,1.394700050354004,0.85,0.75,0.002292450064043494,40.210434836587055,10138.556707938134,9906.947654435648
2020-05-25,1.3985899686813354,0.85,0.85,0.0023707108760716686,44.840662429739176,10162.592294593314,9934.57884096864
2020-05-26,1.3971799612045288,0.75,0.85,-0.0008569390472717986,46.175565479582765,10153.883572434574,9924.563160348609
2020-05-27,1.378250002861023,0.9,0.75,-0.010161517593903657,30.768424110419915,10050.70470586683,9790.098329461021
2020-05-28,1.375480055809021,0.85,0.9,-0.0018087809480331952,36.96101981805098,10032.52518268055,9770.422614641353
2020-05-29,1.377400040626526,0.85,0.85,0.0011864854659192846,40.58460641137823,10044.42862799627,9784.06080808625
2020-06-01,1.3777999877929688,0.9,0.85,0.0002468092648825637,33.031600985097114,10046.907686042112,9786.901745563438
2020-06-02,1.3582500219345093,1.0,0.9,-0.012770336353971101,20.32622921498877,9918.605295574056,9648.032826503313
2020-06-03,1.35099995136261,1.0,1.0,-0.005337802654015955,17.98266835597225,9865.661737903205,9596.53353127597
2020-06-04,1.3493800163269043,1.0,1.0,-0.0011990637261474202,18.81066320971975,9853.832180778845,9585.026676021862
2020-06-05,1.350160002708435,1.0,1.0,0.0005780331501084035,13.804851837264579,9859.52802243494,9590.567139185276
2020-06-08,1.3392800092697144,1.0,1.0,-0.008058299325187646,14.578359824355047,9780.076994425084,9513.283478479412
2020-06-09,1.3367999792099,1.0,1.0,-0.0018517636660363435,14.14181259139805,9761.96660319577,9495.66712578926
2020-06-10,1.3422000408172607,1.0,1.0,0.0040395434555231535,20.40963735630649,9801.400491500744,9534.02528578307
2020-06-11,1.3428399562835691,1.0,1.0,0.000476766090633296,16.722100000305744,9806.073466895808,9538.570785746571
2020-06-12,1.3637900352478027,0.9,1.0,0.015601322306654453,31.68036608768884,9959.061179615583,9687.38510291984
2020-06-15,1.3637100458145142,0.9,0.9,-5.2787077262006486e-05,32.130291550830464,9958.535469883638,9686.816915424402
2020-06-16,1.3533899784088137,0.85,0.9,-0.006810876471605743,35.38333003909638,9890.709114960157,9613.510567186606
2020-06-17,1.353350043296814,0.85,0.85,-2.508134812680973e-05,36.55690504673655,9890.461042641622,9613.226896827482
2020-06-18,1.3575799465179443,0.85,0.85,0.00265667981153066,38.288748357030904,9916.736830820339,9643.273091910381
2020-06-19,1.3592400550842283,0.85,0.85,0.0010394174464351425,39.1942688509661,9927.044460093999,9655.065311077995
2020-06-22,1.3617000579833984,0.35,0.85,0.001538361422232437,52.507655276031834,9942.315842328193,9672.539405199992
2020-06-23,1.3501800298690796,0.75,0.35,-0.002961011726754864,49.438871411974944,9912.876528527959,9590.709397753433
